src,dst,edge_type,weight,attributes
AC001356,AC002014,TRANSFERS_TO,2.2833,"{""total_amount_inr"": 8809}"
AC001795,AC001486,TRANSFERS_TO,1.9416,"{""total_amount_inr"": 5970}"
AC001304,AC000674,TRANSFERS_TO,4.5417,"{""total_amount_inr"": 92851}"
AC001116,AC001641,TRANSFERS_TO,3.6441,"{""total_amount_inr"": 37247}"
AC000358,AC001441,TRANSFERS_TO,4.1216,"{""total_amount_inr"": 60658}"
AC000163,AC001343,TRANSFERS_TO,2.6886,"{""total_amount_inr"": 13711}"
AC000257,AC000149,TRANSFERS_TO,4.3316,"{""total_amount_inr"": 75069}"
AC000510,AC000079,TRANSFERS_TO,5.0815,"{""total_amount_inr"": 160009}"
AC001761,AC000426,TRANSFERS_TO,0.2814,"{""total_amount_inr"": 325}"
AC001789,AC000422,TRANSFERS_TO,3.5143,"{""total_amount_inr"": 32593}"
AC000323,AC000120,TRANSFERS_TO,4.3858,"{""total_amount_inr"": 79299}"
AC001209,AC002061,TRANSFERS_TO,3.6629,"{""total_amount_inr"": 37974}"
AC000622,AC000427,TRANSFERS_TO,5.1652,"{""total_amount_inr"": 174076}"
AC001420,AC001116,TRANSFERS_TO,4.3584,"{""total_amount_inr"": 77132}"
AC001691,AC001990,TRANSFERS_TO,3.5334,"{""total_amount_inr"": 33241}"
AC001239,AC001280,TRANSFERS_TO,3.7743,"{""total_amount_inr"": 42566}"
AC000324,AC000061,TRANSFERS_TO,3.8965,"{""total_amount_inr"": 48230}"
AC001953,AC001459,TRANSFERS_TO,4.3439,"{""total_amount_inr"": 76008}"
AC001657,AC001861,TRANSFERS_TO,4.0062,"{""total_amount_inr"": 53938}"
AC000539,AC000560,TRANSFERS_TO,4.895,"{""total_amount_inr"": 132626}"
AC000640,AC001148,TRANSFERS_TO,3.0105,"{""total_amount_inr"": 19298}"
AC000345,AC000282,TRANSFERS_TO,4.4007,"{""total_amount_inr"": 80505}"
AC001582,AC001052,TRANSFERS_TO,4.6508,"{""total_amount_inr"": 103668}"
AC000208,AC001990,TRANSFERS_TO,4.9497,"{""total_amount_inr"": 140131}"
AC001682,AC000608,TRANSFERS_TO,4.0316,"{""total_amount_inr"": 55349}"
AC000304,AC002027,TRANSFERS_TO,5.0829,"{""total_amount_inr"": 160247}"
AC001642,AC000852,TRANSFERS_TO,4.0249,"{""total_amount_inr"": 54973}"
AC000521,AC000011,TRANSFERS_TO,4.5464,"{""total_amount_inr"": 93291}"
AC001965,AC001477,TRANSFERS_TO,3.4075,"{""total_amount_inr"": 29189}"
AC000372,AC001716,TRANSFERS_TO,5.027,"{""total_amount_inr"": 151481}"
AC001912,AC001056,TRANSFERS_TO,4.9038,"{""total_amount_inr"": 133798}"
AC000627,AC000753,TRANSFERS_TO,3.1947,"{""total_amount_inr"": 23403}"
AC000518,AC000203,TRANSFERS_TO,5.1786,"{""total_amount_inr"": 176443}"
AC000628,AC001578,TRANSFERS_TO,5.1578,"{""total_amount_inr"": 172787}"
AC000919,AC000348,TRANSFERS_TO,3.3675,"{""total_amount_inr"": 28007}"
AC001905,AC001685,TRANSFERS_TO,4.628,"{""total_amount_inr"": 101312}"
AC001772,AC002060,TRANSFERS_TO,4.9479,"{""total_amount_inr"": 139874}"
AC000955,AC000309,TRANSFERS_TO,3.5613,"{""total_amount_inr"": 34208}"
AC001059,AC002039,TRANSFERS_TO,4.007,"{""total_amount_inr"": 53980}"
AC001932,AC000352,TRANSFERS_TO,4.8851,"{""total_amount_inr"": 131302}"
AC000453,AC001385,TRANSFERS_TO,3.7766,"{""total_amount_inr"": 42666}"
AC000210,AC002008,TRANSFERS_TO,4.5218,"{""total_amount_inr"": 91003}"
AC001942,AC000987,TRANSFERS_TO,3.5725,"{""total_amount_inr"": 34607}"
AC000417,AC001552,TRANSFERS_TO,4.3863,"{""total_amount_inr"": 79340}"
AC000189,AC000451,TRANSFERS_TO,3.7796,"{""total_amount_inr"": 42798}"
AC000259,AC001484,TRANSFERS_TO,4.1232,"{""total_amount_inr"": 60754}"
AC001900,AC001837,TRANSFERS_TO,5.157,"{""total_amount_inr"": 172650}"
AC001331,AC000311,TRANSFERS_TO,5.2455,"{""total_amount_inr"": 188705}"
AC001128,AC001121,TRANSFERS_TO,4.9235,"{""total_amount_inr"": 136488}"
AC001771,AC001582,TRANSFERS_TO,4.5608,"{""total_amount_inr"": 94662}"
AC001744,AC002014,TRANSFERS_TO,4.9879,"{""total_amount_inr"": 145631}"
AC001901,AC001615,TRANSFERS_TO,3.415,"{""total_amount_inr"": 29417}"
AC000375,AC001462,TRANSFERS_TO,4.7806,"{""total_amount_inr"": 118177}"
AC000161,AC001985,TRANSFERS_TO,4.2951,"{""total_amount_inr"": 72340}"
AC000478,AC001907,TRANSFERS_TO,4.7357,"{""total_amount_inr"": 112945}"
AC000198,AC001192,TRANSFERS_TO,4.9916,"{""total_amount_inr"": 146176}"
AC001576,AC000948,TRANSFERS_TO,4.3697,"{""total_amount_inr"": 78022}"
AC000667,AC000350,TRANSFERS_TO,3.6035,"{""total_amount_inr"": 35726}"
AC001723,AC001957,TRANSFERS_TO,5.0698,"{""total_amount_inr"": 158136}"
AC000825,AC001912,TRANSFERS_TO,4.9,"{""total_amount_inr"": 133292}"
AC000944,AC001462,TRANSFERS_TO,3.7288,"{""total_amount_inr"": 40630}"
AC000966,AC000892,TRANSFERS_TO,3.7036,"{""total_amount_inr"": 39593}"
AC000915,AC000228,TRANSFERS_TO,5.191,"{""total_amount_inr"": 178645}"
AC001054,AC001862,TRANSFERS_TO,5.2488,"{""total_amount_inr"": 189338}"
AC000614,AC000755,TRANSFERS_TO,5.5471,"{""total_amount_inr"": 255493}"
AC000979,AC001682,TRANSFERS_TO,5.2614,"{""total_amount_inr"": 191756}"
AC000786,AC001719,TRANSFERS_TO,4.8459,"{""total_amount_inr"": 126223}"
AC000025,AC000147,TRANSFERS_TO,2.9046,"{""total_amount_inr"": 17258}"
AC001826,AC000202,TRANSFERS_TO,4.5368,"{""total_amount_inr"": 92393}"
AC000321,AC000198,TRANSFERS_TO,5.2774,"{""total_amount_inr"": 194863}"
AC000993,AC000835,TRANSFERS_TO,4.3646,"{""total_amount_inr"": 77618}"
AC001602,AC001481,TRANSFERS_TO,5.2779,"{""total_amount_inr"": 194967}"
AC001427,AC000501,TRANSFERS_TO,4.6675,"{""total_amount_inr"": 105427}"
AC001019,AC000631,TRANSFERS_TO,4.9666,"{""total_amount_inr"": 142540}"
AC001978,AC000857,TRANSFERS_TO,5.1205,"{""total_amount_inr"": 166423}"
AC001360,AC001346,TRANSFERS_TO,3.8832,"{""total_amount_inr"": 47579}"
AC001081,AC001873,TRANSFERS_TO,5.3026,"{""total_amount_inr"": 199851}"
AC000488,AC000360,TRANSFERS_TO,4.5776,"{""total_amount_inr"": 96279}"
AC000403,AC001401,TRANSFERS_TO,4.8124,"{""total_amount_inr"": 122032}"
AC001618,AC000482,TRANSFERS_TO,4.951,"{""total_amount_inr"": 140311}"
AC000887,AC000421,TRANSFERS_TO,4.9111,"{""total_amount_inr"": 134783}"
AC000626,AC001013,TRANSFERS_TO,4.3953,"{""total_amount_inr"": 80073}"
AC001011,AC001165,TRANSFERS_TO,4.406,"{""total_amount_inr"": 80944}"
AC001843,AC001743,TRANSFERS_TO,4.6481,"{""total_amount_inr"": 103386}"
AC000890,AC001888,TRANSFERS_TO,5.1361,"{""total_amount_inr"": 169050}"
AC001340,AC001585,TRANSFERS_TO,5.2063,"{""total_amount_inr"": 181413}"
AC001738,AC001746,TRANSFERS_TO,4.2374,"{""total_amount_inr"": 68229}"
AC001105,AC002032,TRANSFERS_TO,5.2282,"{""total_amount_inr"": 185453}"
AC000532,AC001923,TRANSFERS_TO,2.2425,"{""total_amount_inr"": 8417}"
AC000863,AC001452,TRANSFERS_TO,1.1885,"{""total_amount_inr"": 2282}"
AC000100,AC000228,TRANSFERS_TO,4.3912,"{""total_amount_inr"": 79741}"
AC000200,AC001849,TRANSFERS_TO,2.3535,"{""total_amount_inr"": 9522}"
AC000642,AC001709,TRANSFERS_TO,5.0662,"{""total_amount_inr"": 157575}"
AC000275,AC001246,TRANSFERS_TO,3.3005,"{""total_amount_inr"": 26127}"
AC001396,AC001389,TRANSFERS_TO,1.741,"{""total_amount_inr"": 4703}"
AC001017,AC000909,TRANSFERS_TO,5.0144,"{""total_amount_inr"": 149568}"
AC001538,AC000062,TRANSFERS_TO,4.8913,"{""total_amount_inr"": 132130}"
AC002062,AC002065,TRANSFERS_TO,3.3791,"{""total_amount_inr"": 28343}"
AC000722,AC000522,TRANSFERS_TO,2.5599,"{""total_amount_inr"": 11935}"
AC000492,AC001738,TRANSFERS_TO,4.0177,"{""total_amount_inr"": 54571}"
AC001169,AC000200,TRANSFERS_TO,4.4984,"{""total_amount_inr"": 88873}"
AC000506,AC001965,TRANSFERS_TO,4.108,"{""total_amount_inr"": 59826}"
AC000638,AC000812,TRANSFERS_TO,5.2041,"{""total_amount_inr"": 181019}"
AC000248,AC001822,TRANSFERS_TO,4.0083,"{""total_amount_inr"": 54053}"
AC001518,AC001919,TRANSFERS_TO,3.6439,"{""total_amount_inr"": 37239}"
AC001801,AC000032,TRANSFERS_TO,3.7261,"{""total_amount_inr"": 40515}"
AC000730,AC000926,TRANSFERS_TO,5.1462,"{""total_amount_inr"": 170772}"
AC000363,AC001592,TRANSFERS_TO,4.9603,"{""total_amount_inr"": 141638}"
AC001521,AC001900,TRANSFERS_TO,4.0596,"{""total_amount_inr"": 56949}"
AC000260,AC001768,TRANSFERS_TO,4.8127,"{""total_amount_inr"": 122065}"
AC000171,AC000501,TRANSFERS_TO,2.5956,"{""total_amount_inr"": 12404}"
AC000903,AC001445,TRANSFERS_TO,4.882,"{""total_amount_inr"": 130895}"
AC001084,AC001626,TRANSFERS_TO,4.9056,"{""total_amount_inr"": 134045}"
AC000839,AC000747,TRANSFERS_TO,4.3893,"{""total_amount_inr"": 79587}"
AC001728,AC001628,TRANSFERS_TO,3.9614,"{""total_amount_inr"": 51533}"
AC001515,AC000657,TRANSFERS_TO,4.2087,"{""total_amount_inr"": 66268}"
AC000336,AC001751,TRANSFERS_TO,5.1152,"{""total_amount_inr"": 165527}"
AC001765,AC001218,TRANSFERS_TO,4.3234,"{""total_amount_inr"": 74442}"
AC001116,AC001607,TRANSFERS_TO,0.7608,"{""total_amount_inr"": 1140}"
AC001709,AC001590,TRANSFERS_TO,4.8753,"{""total_amount_inr"": 130017}"
AC000969,AC001239,TRANSFERS_TO,4.2036,"{""total_amount_inr"": 65930}"
AC000822,AC000828,TRANSFERS_TO,4.5237,"{""total_amount_inr"": 91175}"
AC001375,AC001010,TRANSFERS_TO,4.7326,"{""total_amount_inr"": 112595}"
AC001914,AC000092,TRANSFERS_TO,5.0355,"{""total_amount_inr"": 152776}"
AC000044,AC000800,TRANSFERS_TO,2.6844,"{""total_amount_inr"": 13649}"
AC000779,AC000792,TRANSFERS_TO,5.2353,"{""total_amount_inr"": 186794}"
AC001279,AC001765,TRANSFERS_TO,4.5033,"{""total_amount_inr"": 89317}"
AC001364,AC001744,TRANSFERS_TO,3.9616,"{""total_amount_inr"": 51539}"
AC000993,AC000214,TRANSFERS_TO,3.0897,"{""total_amount_inr"": 20971}"
AC001859,AC000011,TRANSFERS_TO,4.507,"{""total_amount_inr"": 89650}"
AC000880,AC001791,TRANSFERS_TO,3.4018,"{""total_amount_inr"": 29018}"
AC001779,AC000191,TRANSFERS_TO,4.4205,"{""total_amount_inr"": 82139}"
AC000850,AC001298,TRANSFERS_TO,4.9581,"{""total_amount_inr"": 141328}"
AC000327,AC000263,TRANSFERS_TO,5.1455,"{""total_amount_inr"": 170663}"
AC001925,AC001584,TRANSFERS_TO,5.027,"{""total_amount_inr"": 151469}"
AC001219,AC001883,TRANSFERS_TO,4.2396,"{""total_amount_inr"": 68379}"
AC001486,AC001817,TRANSFERS_TO,4.8028,"{""total_amount_inr"": 120856}"
AC000560,AC000834,TRANSFERS_TO,2.9089,"{""total_amount_inr"": 17337}"
AC001849,AC001115,TRANSFERS_TO,4.7617,"{""total_amount_inr"": 115940}"
AC001913,AC001752,TRANSFERS_TO,5.2306,"{""total_amount_inr"": 185904}"
AC001563,AC001174,TRANSFERS_TO,5.1721,"{""total_amount_inr"": 175280}"
AC001063,AC001998,TRANSFERS_TO,4.7651,"{""total_amount_inr"": 116340}"
AC000726,AC000862,TRANSFERS_TO,5.1849,"{""total_amount_inr"": 177564}"
AC001986,AC000704,TRANSFERS_TO,4.1683,"{""total_amount_inr"": 63605}"
AC001050,AC000459,TRANSFERS_TO,4.0183,"{""total_amount_inr"": 54606}"
AC001549,AC001956,TRANSFERS_TO,5.2001,"{""total_amount_inr"": 180294}"
AC001481,AC001871,TRANSFERS_TO,4.2059,"{""total_amount_inr"": 66078}"
AC002062,AC001844,TRANSFERS_TO,2.8055,"{""total_amount_inr"": 15536}"
AC000247,AC000880,TRANSFERS_TO,4.9035,"{""total_amount_inr"": 133755}"
AC001018,AC001769,TRANSFERS_TO,4.8496,"{""total_amount_inr"": 126690}"
AC001926,AC000217,TRANSFERS_TO,4.0286,"{""total_amount_inr"": 55182}"
AC001170,AC000974,TRANSFERS_TO,4.1633,"{""total_amount_inr"": 63283}"
AC001721,AC001728,TRANSFERS_TO,4.7118,"{""total_amount_inr"": 110255}"
AC000955,AC001078,TRANSFERS_TO,5.0079,"{""total_amount_inr"": 148597}"
AC000192,AC001841,TRANSFERS_TO,4.744,"{""total_amount_inr"": 113896}"
AC001664,AC000929,TRANSFERS_TO,3.7209,"{""total_amount_inr"": 40301}"
AC001079,AC000443,TRANSFERS_TO,4.3426,"{""total_amount_inr"": 75908}"
AC000562,AC001742,TRANSFERS_TO,5.2725,"{""total_amount_inr"": 193911}"
AC001799,AC000289,TRANSFERS_TO,5.2913,"{""total_amount_inr"": 197596}"
AC001789,AC000521,TRANSFERS_TO,3.7024,"{""total_amount_inr"": 39546}"
AC000777,AC001171,TRANSFERS_TO,3.0507,"{""total_amount_inr"": 20130}"
AC000798,AC002001,TRANSFERS_TO,3.7707,"{""total_amount_inr"": 42411}"
AC001303,AC000454,TRANSFERS_TO,2.725,"{""total_amount_inr"": 14256}"
AC001780,AC001554,TRANSFERS_TO,4.9624,"{""total_amount_inr"": 141930}"
AC000895,AC000323,TRANSFERS_TO,5.1167,"{""total_amount_inr"": 165780}"
AC001975,AC000839,TRANSFERS_TO,4.4486,"{""total_amount_inr"": 84507}"
AC001443,AC000523,TRANSFERS_TO,5.181,"{""total_amount_inr"": 176856}"
AC000327,AC000088,TRANSFERS_TO,3.4596,"{""total_amount_inr"": 30803}"
AC000955,AC000008,TRANSFERS_TO,2.5846,"{""total_amount_inr"": 12258}"
AC000522,AC000799,TRANSFERS_TO,5.2253,"{""total_amount_inr"": 184912}"
AC000295,AC001253,TRANSFERS_TO,4.5891,"{""total_amount_inr"": 97403}"
AC001786,AC001988,TRANSFERS_TO,3.4957,"{""total_amount_inr"": 31973}"
AC001089,AC002049,TRANSFERS_TO,5.2798,"{""total_amount_inr"": 195337}"
AC000664,AC001744,TRANSFERS_TO,0.862,"{""total_amount_inr"": 1368}"
AC001262,AC001823,TRANSFERS_TO,4.2774,"{""total_amount_inr"": 71053}"
AC001427,AC001217,TRANSFERS_TO,4.4598,"{""total_amount_inr"": 85466}"
AC001391,AC001840,TRANSFERS_TO,2.7442,"{""total_amount_inr"": 14552}"
AC001695,AC001181,TRANSFERS_TO,4.903,"{""total_amount_inr"": 133695}"
AC000023,AC000411,TRANSFERS_TO,4.9313,"{""total_amount_inr"": 137559}"
AC002049,AC000255,TRANSFERS_TO,3.8678,"{""total_amount_inr"": 46835}"
AC001620,AC000415,TRANSFERS_TO,2.836,"{""total_amount_inr"": 16048}"
AC000520,AC001209,TRANSFERS_TO,3.8135,"{""total_amount_inr"": 44311}"
AC001445,AC000694,TRANSFERS_TO,3.6321,"{""total_amount_inr"": 36791}"
AC000775,AC000186,TRANSFERS_TO,4.7235,"{""total_amount_inr"": 111560}"
AC001301,AC000631,TRANSFERS_TO,3.9898,"{""total_amount_inr"": 53044}"
AC000957,AC001628,TRANSFERS_TO,3.8749,"{""total_amount_inr"": 47178}"
AC001790,AC001901,TRANSFERS_TO,5.0722,"{""total_amount_inr"": 158528}"
AC000860,AC000272,TRANSFERS_TO,4.38,"{""total_amount_inr"": 78838}"
AC000846,AC000865,TRANSFERS_TO,4.1815,"{""total_amount_inr"": 64463}"
AC000954,AC000243,TRANSFERS_TO,4.5306,"{""total_amount_inr"": 91815}"
AC001320,AC000219,TRANSFERS_TO,3.6971,"{""total_amount_inr"": 39329}"
AC000385,AC001301,TRANSFERS_TO,4.7887,"{""total_amount_inr"": 119151}"
AC000721,AC000296,TRANSFERS_TO,3.9247,"{""total_amount_inr"": 49637}"
AC000187,AC002007,TRANSFERS_TO,4.9046,"{""total_amount_inr"": 133913}"
AC000836,AC000339,TRANSFERS_TO,4.9404,"{""total_amount_inr"": 138822}"
AC001300,AC000316,TRANSFERS_TO,4.6508,"{""total_amount_inr"": 103666}"
AC001374,AC001084,TRANSFERS_TO,4.1047,"{""total_amount_inr"": 59627}"
AC001600,AC000257,TRANSFERS_TO,5.4562,"{""total_amount_inr"": 233214}"
AC001901,AC000692,TRANSFERS_TO,5.1549,"{""total_amount_inr"": 172271}"
AC001835,AC001798,TRANSFERS_TO,3.6129,"{""total_amount_inr"": 36072}"
AC000802,AC001821,TRANSFERS_TO,4.7698,"{""total_amount_inr"": 116893}"
AC001842,AC000184,TRANSFERS_TO,3.6336,"{""total_amount_inr"": 36849}"
AC000086,AC001642,TRANSFERS_TO,3.664,"{""total_amount_inr"": 38016}"
AC000930,AC001576,TRANSFERS_TO,4.9897,"{""total_amount_inr"": 145888}"
AC000677,AC001419,TRANSFERS_TO,2.9486,"{""total_amount_inr"": 18079}"
AC000861,AC000447,TRANSFERS_TO,5.2504,"{""total_amount_inr"": 189633}"
AC000696,AC001949,TRANSFERS_TO,2.5929,"{""total_amount_inr"": 12369}"
AC001461,AC001824,TRANSFERS_TO,4.4091,"{""total_amount_inr"": 81199}"
AC001427,AC000746,TRANSFERS_TO,2.7037,"{""total_amount_inr"": 13935}"
AC001456,AC001377,TRANSFERS_TO,1.7229,"{""total_amount_inr"": 4601}"
AC001856,AC000482,TRANSFERS_TO,5.0623,"{""total_amount_inr"": 156950}"
AC000852,AC000434,TRANSFERS_TO,3.836,"{""total_amount_inr"": 45339}"
AC001990,AC001806,TRANSFERS_TO,4.8892,"{""total_amount_inr"": 131847}"
AC001090,AC000370,TRANSFERS_TO,5.147,"{""total_amount_inr"": 170915}"
AC001525,AC001833,TRANSFERS_TO,5.1574,"{""total_amount_inr"": 172709}"
AC001894,AC001050,TRANSFERS_TO,3.2158,"{""total_amount_inr"": 23924}"
AC000945,AC001880,TRANSFERS_TO,4.4061,"{""total_amount_inr"": 80947}"
AC000587,AC000880,TRANSFERS_TO,4.0073,"{""total_amount_inr"": 53997}"
AC001236,AC001150,TRANSFERS_TO,4.7354,"{""total_amount_inr"": 112905}"
AC000572,AC000028,TRANSFERS_TO,3.982,"{""total_amount_inr"": 52623}"
AC000402,AC000818,TRANSFERS_TO,3.2596,"{""total_amount_inr"": 25038}"
AC002056,AC001733,TRANSFERS_TO,5.2534,"{""total_amount_inr"": 190210}"
AC000237,AC000809,TRANSFERS_TO,3.836,"{""total_amount_inr"": 45338}"
AC000795,AC000726,TRANSFERS_TO,4.9016,"{""total_amount_inr"": 133506}"
AC000447,AC000997,TRANSFERS_TO,4.3263,"{""total_amount_inr"": 74666}"
AC001742,AC001534,TRANSFERS_TO,4.1943,"{""total_amount_inr"": 65304}"
AC001702,AC000401,TRANSFERS_TO,4.4663,"{""total_amount_inr"": 86032}"
AC001137,AC001993,TRANSFERS_TO,4.5773,"{""total_amount_inr"": 96253}"
AC000269,AC001835,TRANSFERS_TO,3.5399,"{""total_amount_inr"": 33462}"
AC001863,AC002047,TRANSFERS_TO,4.0115,"{""total_amount_inr"": 54227}"
AC000737,AC000734,TRANSFERS_TO,5.1809,"{""total_amount_inr"": 176847}"
AC001395,AC001730,TRANSFERS_TO,4.206,"{""total_amount_inr"": 66086}"
AC000375,AC001477,TRANSFERS_TO,2.6925,"{""total_amount_inr"": 13769}"
AC000802,AC000100,TRANSFERS_TO,5.0402,"{""total_amount_inr"": 153508}"
AC000149,AC000726,TRANSFERS_TO,3.965,"{""total_amount_inr"": 51719}"
AC001879,AC001033,TRANSFERS_TO,5.0076,"{""total_amount_inr"": 148540}"
AC001033,AC001822,TRANSFERS_TO,4.7618,"{""total_amount_inr"": 115955}"
AC001188,AC001554,TRANSFERS_TO,4.7216,"{""total_amount_inr"": 111350}"
AC001824,AC001662,TRANSFERS_TO,4.8432,"{""total_amount_inr"": 125870}"
AC001231,AC001415,TRANSFERS_TO,3.4869,"{""total_amount_inr"": 31686}"
AC001345,AC000903,TRANSFERS_TO,3.6865,"{""total_amount_inr"": 38903}"
AC002006,AC001217,TRANSFERS_TO,4.9664,"{""total_amount_inr"": 142505}"
AC001788,AC000939,TRANSFERS_TO,4.424,"{""total_amount_inr"": 82427}"
AC001675,AC001684,TRANSFERS_TO,1.0246,"{""total_amount_inr"": 1786}"
AC001747,AC000404,TRANSFERS_TO,4.969,"{""total_amount_inr"": 142889}"
AC000599,AC002012,TRANSFERS_TO,5.0485,"{""total_amount_inr"": 154784}"
AC000139,AC001550,TRANSFERS_TO,4.5003,"{""total_amount_inr"": 89040}"
AC000727,AC001898,TRANSFERS_TO,5.2681,"{""total_amount_inr"": 193040}"
AC001424,AC001152,TRANSFERS_TO,4.1198,"{""total_amount_inr"": 60544}"
AC000398,AC000334,TRANSFERS_TO,4.4388,"{""total_amount_inr"": 83676}"
AC001768,AC001617,TRANSFERS_TO,4.6704,"{""total_amount_inr"": 105737}"
AC001783,AC000747,TRANSFERS_TO,5.2098,"{""total_amount_inr"": 182059}"
AC001999,AC001823,TRANSFERS_TO,4.9624,"{""total_amount_inr"": 141937}"
AC001867,AC001809,TRANSFERS_TO,4.3468,"{""total_amount_inr"": 76234}"
AC000461,AC001055,TRANSFERS_TO,4.0031,"{""total_amount_inr"": 53768}"
AC000537,AC001348,TRANSFERS_TO,5.1389,"{""total_amount_inr"": 169520}"
AC001787,AC000417,TRANSFERS_TO,3.1182,"{""total_amount_inr"": 21606}"
AC001928,AC001181,TRANSFERS_TO,4.9346,"{""total_amount_inr"": 138011}"
AC001951,AC000790,TRANSFERS_TO,4.8784,"{""total_amount_inr"": 130423}"
AC001754,AC001870,TRANSFERS_TO,4.6677,"{""total_amount_inr"": 105454}"
AC001779,AC000414,TRANSFERS_TO,1.5851,"{""total_amount_inr"": 3880}"
AC001973,AC001739,TRANSFERS_TO,3.2975,"{""total_amount_inr"": 26046}"
AC001859,AC001616,TRANSFERS_TO,5.2043,"{""total_amount_inr"": 181050}"
AC001574,AC000246,TRANSFERS_TO,1.6456,"{""total_amount_inr"": 4184}"
AC001903,AC001305,TRANSFERS_TO,4.5201,"{""total_amount_inr"": 90847}"
AC000149,AC001601,TRANSFERS_TO,2.749,"{""total_amount_inr"": 14627}"
AC001879,AC001621,TRANSFERS_TO,4.8865,"{""total_amount_inr"": 131487}"
AC001374,AC001861,TRANSFERS_TO,5.2225,"{""total_amount_inr"": 184397}"
AC001379,AC000339,TRANSFERS_TO,4.3323,"{""total_amount_inr"": 75121}"
AC001484,AC001085,TRANSFERS_TO,4.2027,"{""total_amount_inr"": 65868}"
AC000178,AC000119,TRANSFERS_TO,4.3988,"{""total_amount_inr"": 80353}"
AC001632,AC001445,TRANSFERS_TO,4.8751,"{""total_amount_inr"": 129987}"
AC000446,AC000102,TRANSFERS_TO,1.6982,"{""total_amount_inr"": 4464}"
AC000740,AC001445,TRANSFERS_TO,4.9652,"{""total_amount_inr"": 142343}"
AC000899,AC001193,TRANSFERS_TO,4.6056,"{""total_amount_inr"": 99042}"
AC000266,AC000281,TRANSFERS_TO,2.9813,"{""total_amount_inr"": 18714}"
AC000153,AC000024,TRANSFERS_TO,2.4364,"{""total_amount_inr"": 10432}"
AC000054,AC001091,TRANSFERS_TO,5.2143,"{""total_amount_inr"": 182885}"
AC000037,AC001745,TRANSFERS_TO,4.8918,"{""total_amount_inr"": 132191}"
AC000231,AC000958,TRANSFERS_TO,4.2628,"{""total_amount_inr"": 70008}"
AC000269,AC001781,TRANSFERS_TO,3.6391,"{""total_amount_inr"": 37059}"
AC001839,AC000025,TRANSFERS_TO,3.2992,"{""total_amount_inr"": 26091}"
AC000905,AC001996,TRANSFERS_TO,5.01,"{""total_amount_inr"": 148909}"
AC000520,AC001819,TRANSFERS_TO,5.3012,"{""total_amount_inr"": 199580}"
AC000802,AC001605,TRANSFERS_TO,3.1931,"{""total_amount_inr"": 23365}"
AC001779,AC001925,TRANSFERS_TO,5.2613,"{""total_amount_inr"": 191730}"
AC001462,AC001880,TRANSFERS_TO,4.5169,"{""total_amount_inr"": 90549}"
AC000460,AC000063,TRANSFERS_TO,3.6801,"{""total_amount_inr"": 38652}"
AC001984,AC001950,TRANSFERS_TO,4.9042,"{""total_amount_inr"": 133859}"
AC001618,AC000113,TRANSFERS_TO,2.5404,"{""total_amount_inr"": 11685}"
AC000764,AC001376,TRANSFERS_TO,4.8545,"{""total_amount_inr"": 127313}"
AC001677,AC000554,TRANSFERS_TO,1.0616,"{""total_amount_inr"": 1891}"
AC001866,AC001978,TRANSFERS_TO,5.2722,"{""total_amount_inr"": 193847}"
AC001247,AC001587,TRANSFERS_TO,5.1674,"{""total_amount_inr"": 174462}"
AC000606,AC001769,TRANSFERS_TO,4.781,"{""total_amount_inr"": 118222}"
AC001555,AC000070,TRANSFERS_TO,5.1433,"{""total_amount_inr"": 170280}"
AC001783,AC000298,TRANSFERS_TO,4.0518,"{""total_amount_inr"": 56498}"
AC000480,AC001219,TRANSFERS_TO,5.1968,"{""total_amount_inr"": 179685}"
AC000447,AC000135,TRANSFERS_TO,5.1118,"{""total_amount_inr"": 164974}"
AC001053,AC000294,TRANSFERS_TO,4.0104,"{""total_amount_inr"": 54169}"
AC001415,AC002046,TRANSFERS_TO,3.4318,"{""total_amount_inr"": 29931}"
AC001939,AC000124,TRANSFERS_TO,4.4674,"{""total_amount_inr"": 86133}"
AC001922,AC001684,TRANSFERS_TO,4.2596,"{""total_amount_inr"": 69779}"
AC000896,AC001862,TRANSFERS_TO,2.9977,"{""total_amount_inr"": 19039}"
AC001120,AC000976,TRANSFERS_TO,2.3022,"{""total_amount_inr"": 8996}"
AC002018,AC000334,TRANSFERS_TO,4.3697,"{""total_amount_inr"": 78019}"
AC001901,AC000078,TRANSFERS_TO,5.0057,"{""total_amount_inr"": 148264}"
AC000240,AC001572,TRANSFERS_TO,4.7299,"{""total_amount_inr"": 112288}"
AC000614,AC000091,TRANSFERS_TO,3.7277,"{""total_amount_inr"": 40583}"
AC001749,AC000407,TRANSFERS_TO,3.2632,"{""total_amount_inr"": 25132}"
AC000835,AC000765,TRANSFERS_TO,4.7813,"{""total_amount_inr"": 118262}"
AC001814,AC001476,TRANSFERS_TO,4.0736,"{""total_amount_inr"": 57768}"
AC001247,AC000890,TRANSFERS_TO,4.0669,"{""total_amount_inr"": 57375}"
AC000610,AC001386,TRANSFERS_TO,5.2609,"{""total_amount_inr"": 191661}"
AC001318,AC001585,TRANSFERS_TO,4.1918,"{""total_amount_inr"": 65140}"
AC000351,AC001222,TRANSFERS_TO,4.1515,"{""total_amount_inr"": 62527}"
AC000835,AC001889,TRANSFERS_TO,5.0617,"{""total_amount_inr"": 156852}"
AC001053,AC001691,TRANSFERS_TO,4.0902,"{""total_amount_inr"": 58754}"
